match_id,t1_xi_bat_avg,t2_xi_bat_avg,t1_xi_bat_sr,t2_xi_bat_sr,t1_xi_bowl_wpm,t2_xi_bowl_wpm,t1_xi_bowl_er,t2_xi_bowl_er,xi_bat_diff,xi_sr_diff,xi_bowl_diff,xi_er_diff
1426291,30.9,28.560000000000002,159.5198433720351,161.86661760442485,0.875,1.40625,7.6097687071508275,8.606728124572966,2.3399999999999963,-2.3467742323897482,-0.53125,0.9969594174221381
1426293,31.4,27.75,171.36582275141237,151.8881214708553,1.21875,1.15625,8.982926742518693,8.786014405762305,3.6499999999999986,19.477701280557056,0.0625,-0.19691233675638742
1426294,29.941666666666663,33.59166666666667,172.39190100739302,152.06178953913454,1.55,1.28125,8.828083702361528,8.308841323090501,-3.6500000000000057,20.33011146825848,0.26875000000000004,-0.5192423792710272
1426295,29.9,29.90357142857143,141.10411980662283,167.59299899769388,1.1875,1.21875,7.774055708769994,9.085662070848407,-0.003571428571429891,-26.48887919107105,-0.03125,1.3116063620784129
1426296,34.025,28.6,177.8975032479304,158.10340735286061,0.8541666666666666,1.4375,8.887214025069516,8.913071815552568,5.424999999999997,19.794095895069773,-0.5833333333333334,0.0258577904830517
1426297,26.9,32.0,144.07350530355717,160.2076115887872,1.03125,0.96875,9.507437413150152,7.3306541429171315,-5.100000000000001,-16.13410628523002,0.0625,-2.1767832702330203
1426298,32.9,29.125,170.09972068219398,147.55370816254685,1.59375,1.2,7.7750324849040755,8.517316017316018,3.7749999999999986,22.54601251964712,0.39375000000000004,0.7422835324119426
1426299,34.525,30.7,146.74598459300483,164.6230519083676,1.375,0.9375,8.32006870017651,7.873698609599369,3.8249999999999993,-17.87706731536275,0.4375,-0.4463700905771404
1426300,35.7,30.842857142857145,181.99052587915463,171.50958628604775,1.03125,1.5104166666666667,8.83232911044735,8.806927871066819,4.857142857142858,10.480939593106882,-0.47916666666666674,-0.025401239380531848
1426302,30.15,28.7,173.87312498584797,140.0969553932167,1.5714285714285714,1.0535714285714286,8.731950454341485,8.787778139878302,1.4499999999999993,33.77616959263128,0.5178571428571428,0.055827685536817384
1426303,28.55,27.407142857142855,145.2040494130975,161.25725535517685,1.15625,1.5625,8.704870790441719,8.745201865438027,1.142857142857146,-16.05320594207936,-0.40625,0.04033107499630795
1426305,28.79,22.15,145.86626372743598,164.42415116470713,0.9375,1.0833333333333333,8.190398886827458,9.00957712603919,6.640000000000001,-18.557887437271148,-0.14583333333333326,0.8191782392117322
1426306,32.15,29.5,176.32716477179216,162.657748487215,1.09375,1.325,8.27451483490559,7.71129627713014,2.6499999999999986,13.669416284577153,-0.23124999999999996,-0.5632185577754498
1426307,22.975,32.30357142857143,153.17424456469493,172.83998895589463,1.28125,1.0758928571428572,8.745140722261244,9.1504941701049,-9.32857142857143,-19.665744391199695,0.2053571428571428,0.40535344784365535
1426309,33.575,24.8,176.9540532094174,154.73469633255928,1.0625,1.59375,9.407939582054453,8.043455935703522,8.775000000000002,22.219356876858114,-0.53125,-1.3644836463509318
1426310,33.75,28.225,178.1090206181994,154.8106088004822,1.1875,1.1875,8.196204605049306,8.588525198481962,5.524999999999999,23.29841181771718,0.0,0.3923205934326557
1426311,31.425,26.65,172.73869754992924,160.18993886701867,1.09375,1.21875,8.794512597759024,8.617480422462123,4.775000000000002,12.548758682910574,-0.125,-0.17703217529690107
1426312,27.05,27.45,159.6458240047173,162.33923181078893,1.0,1.71875,8.626916024724387,8.173026315789473,-0.3999999999999986,-2.693407806071633,-0.71875,-0.45388970893491454
1473438,24.407142857142855,32.7,161.14705615344263,164.31064805962473,1.65625,1.03125,7.953376082049094,8.626166388281844,-8.292857142857148,-3.1635919061820914,0.625,0.6727903062327494
1473439,24.325,30.925,149.45993584475136,150.87601438242442,1.71875,1.25,8.869358537303183,7.972413358744836,-6.600000000000001,-1.4160785376730587,0.46875,-0.8969451785583473
