match_id,t1_form,t1_win_streak,t1_avg_margin,t1_pp_rr_for,t1_pp_rr_against,t1_md_rr_for,t1_md_rr_against,t1_de_rr_for,t1_de_rr_against,t1_boundary_pct_for,t1_boundary_pct_against,t1_dot_pct_for,t1_dot_pct_against,t1_wickets_taken_5,t1_wickets_lost_5,t1_days_since_last,t1_season_match_no,t1_is_home_venue,t2_form,t2_win_streak,t2_avg_margin,t2_pp_rr_for,t2_pp_rr_against,t2_md_rr_for,t2_md_rr_against,t2_de_rr_for,t2_de_rr_against,t2_boundary_pct_for,t2_boundary_pct_against,t2_dot_pct_for,t2_dot_pct_against,t2_wickets_taken_5,t2_wickets_lost_5,t2_days_since_last,t2_season_match_no,t2_is_home_venue,form_diff,streak_diff,pp_for_diff,death_for_diff,margin_diff
1359479,0.6,1,0.0,6.8371375424007015,7.790500819769112,7.287999364101059,7.818730734883187,9.475631313131313,8.205830170777988,15.40990551633107,16.422947948516132,38.4482399548681,40.44332232161777,7.4,6.6,316,0,0,0.6,0,6.4,7.756661925082978,9.431863442389758,7.798933775115755,7.810233918128655,10.887570126227208,8.591870159633318,18.047160884780702,17.89495295286853,33.32395458040571,35.69568388487557,6.6,5.2,310,0,1,0.0,1,-0.9195243826822761,-1.4119388130958956,-6.4
1359478,0.6,0,2.8,8.780701754385966,8.110934821461138,6.7706349206349214,6.994461151550574,9.71586355919123,8.590197132616487,17.809647385236712,14.541311145564768,37.643459748706654,35.379457093582324,5.6,5.8,308,0,0,0.2,0,-32.8,6.735135135135136,8.398650472334683,8.141672991255568,8.37367300483822,7.431129846855653,14.418548387096774,15.93953542392567,20.72373669321193,39.462454510259384,32.82697998719289,4.8,8.0,315,0,1,0.39999999999999997,0,2.04556661925083,2.284733712335578,35.599999999999994
1359480,0.2,0,-3.8,8.368809898078192,8.526611226611227,7.084568369722635,6.191688311688312,8.06779368638951,8.044605329311212,15.344154360559633,15.324492700618597,38.89464600631845,39.893251723818615,5.6,6.8,3,1,1,0.4,1,-9.6,6.78018018018018,7.768416311047889,8.287856112141828,7.426368952684743,10.457597044048658,10.843341013824887,15.532483980468635,19.10953204020229,33.88416650781548,34.88237750768959,6.2,6.0,2,1,0,-0.2,-1,1.5886297178980122,-2.3898033576591473,5.8
1359481,0.4,0,-21.8,7.723513513513512,6.692679724258672,6.5470667263770705,8.300536398467433,8.903111954459202,10.093635514811984,14.938412044678088,17.221363782154082,39.95196218017945,35.12235094546725,6.4,7.0,3,1,1,0.8,3,18.0,7.960484371010688,8.118729255571361,7.423809523809524,7.231298701298701,9.765128205128205,8.996521739130435,16.38006649054515,15.9822280380601,33.09883771991315,34.98570111183102,5.8,3.8,4,1,0,-0.4,-3,-0.23697085749717584,-0.8620162506690026,-39.8
1359482,0.6,2,7.8,9.736572199730094,8.387179487179488,7.8989356620391105,7.528571428571428,12.651179489391065,9.014552785923755,21.098263794512498,17.497152663535434,33.84879651074923,34.68065677427302,7.0,6.6,4,1,0,0.6,1,12.4,9.926932195353249,8.008232118758434,6.651443001443002,6.520377946619911,9.577799043062202,8.804175627240145,18.336103469469684,14.261053209056831,36.22802592223723,37.395826141201375,5.6,5.6,3,1,0,0.0,1,-0.19035999562315453,3.073380446328864,-4.6000000000000005
1359483,0.4,0,4.4,7.903512419301893,7.738738738738739,8.216252168883747,7.782669552669553,9.45183284457478,8.967338709677419,18.841674711977397,16.26639064000568,40.50572631354559,35.239187813970986,6.0,8.0,5,1,1,0.6,1,1.0,7.9412773096983615,9.072403982930298,8.238616314798296,7.887171717171716,11.494021739130435,10.14859530583215,18.626059110737753,18.779568337483912,34.22965019198368,34.56747875667044,6.0,5.0,4,1,0,-0.19999999999999996,-1,-0.03776489039646869,-2.0421888945556557,3.4000000000000004
1359484,0.2,0,-43.0,6.6,9.616945690629901,7.212041196983213,8.145750926916142,7.198871782339523,13.513548387096773,13.717313201703444,20.75342560504877,40.097375145180024,31.48452484326621,5.2,8.0,5,1,0,0.4,0,0.4,7.812738319715064,9.096486486486487,8.713088023088025,8.037278043593833,10.594439149311814,11.112096774193548,16.442196702766857,21.085978532777816,29.79045925747348,34.17065195725436,6.8,5.4,4,2,1,-0.2,0,-1.212738319715064,-3.3955673669722906,-43.4
1359485,0.4,0,6.4,9.993598862019915,7.4466936572199725,6.972871572871573,7.593230611196714,10.33005710757833,9.16311990876507,19.065283797338537,15.155541398033211,34.927042315679856,34.590156849862794,5.4,6.0,3,2,0,0.4,0,-9.6,7.316846846846846,6.644096728307256,7.179793999104345,7.767777777777778,9.272523719165088,10.604559884559887,14.990263896529942,16.424815491413955,38.06159180980907,35.82331344131855,6.0,6.6,4,2,0,0.0,0,2.6767520151730695,1.0575333884132423,16.0
1359486,0.4,0,-9.0,5.734434839697998,7.669918699186992,7.659298065399762,8.240952957105407,9.517078681552366,9.725830170777988,15.274520900946456,17.161888152696974,39.10670149332964,41.417232546864895,6.8,6.8,6,1,1,0.2,1,-19.6,9.1097005863373,8.792502699479444,7.056355203578434,6.846233766233766,8.001759530791789,8.510859199280251,15.585474232512354,15.411638670117506,39.0177683899678,34.96405782403648,5.0,7.0,5,2,0,0.2,-1,-3.375265746639303,1.5153191507605772,10.600000000000001
1359488,0.8,3,14.8,10.198110661268556,7.953846153846153,8.30971936109867,7.364285714285714,11.922837243401759,9.827456011730206,21.070614578908724,16.499733308696722,33.096256990403006,35.114205161369796,7.6,6.6,4,2,0,0.2,0,-34.6,6.6945945945945935,9.591844476055002,6.568978996026274,8.011164460750729,8.096649560117301,12.72,13.348460742687053,19.794758309747813,39.62742978998877,34.046209583168775,5.6,7.6,2,2,1,0.6000000000000001,3,3.5035160666739626,3.8261876832844575,49.400000000000006
